distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
1.800995242,0.571770944,4.833943775,0,0,0,1,1
105.1578318,0.192483536,1.17206864,1,0,0,1,1
670.5313499,0.328489686,0.511166302,1,0,0,1,1
1.67359783,53.75172309,0.529848516,0,0,0,1,1
178.6156023,6.133087299,0.79802309,1,0,0,1,1
4.746885429,0.205389159,5.225490923,1,0,0,1,1
12.22928426,1.692097574,4.647615691,1,1,0,1,1
4.006235788,0.124579197,7.074740278,1,0,0,1,1
111.9039641,0.631410591,0.728216881,1,0,0,1,1
11.16678774,5.521801612,5.834575461,1,0,0,1,1
2.168828335,0.792728023,4.864258305,1,0,0,1,1
15.10936479,28.95511748,12.20584721,1,1,0,1,1
0.508028083,2.285461843,4.195870563,0,0,0,1,1
206.5274863,0.589577701,0.254413173,1,0,0,1,1
248.8706259,0.870198767,0.222939651,1,0,0,1,1
141.5910191,0.938835601,1.382840239,1,0,0,1,1
124.2551941,5.727162119,0.312690073,1,0,0,1,1
242.9123807,0.456651121,1.297952488,1,0,0,1,1
175.2385707,4.202367957,0.586330685,1,0,0,1,1
21.80963229,3.242472333,6.068149452,1,0,0,1,1
1064.4498,10.91610348,0.861046934,1,0,0,1,1
9.633274387,4.389369335,4.282710771,1,0,0,1,1
81.2444877,2.267168865,6.324754038,1,0,0,1,1
96.92173261,80.64149073,0.900192874,1,0,0,1,1
81.92710287,2.025527922,13.6330429,1,1,0,1,1
21.81421073,11.35092401,4.018353658,1,0,0,1,1
113.0359635,0.71978731,3.901910089,1,0,0,1,1
6.050145885,1.342305821,4.326609304,1,1,0,1,1
0.886846899,55.10328329,1.263380786,0,0,0,1,1
130.4514995,9.463144397,0.655917392,1,0,0,1,1
1.73857103,58.64557851,4.770577053,0,0,0,1,1
241.8790604,1.914912708,0.240557717,1,0,0,1,1
1.926902742,79.9571675,5.256458535,1,0,0,1,1
157.6849936,0.067766781,8.921233415,1,0,0,1,1
2.334339506,6.453649261,5.943539044,1,0,0,1,1
1.72294214,0.589147098,8.956304996,0,0,0,0,1
15.86545313,0.622741118,5.124157633,1,0,0,1,1
6.354097451,333.6347553,3.828854819,1,0,0,1,1
14.74649835,4.621423346,5.043746842,1,0,0,1,1
16.47742697,0.014788095,6.882492493,1,1,0,1,1
32.0267728,0.11716021,4.246135386,1,0,0,1,1
1.012440693,6.38964778,5.00341087,0,0,0,1,1
113.9001081,2.83916253,4.446125547,1,0,0,1,1
15.85482617,1.719740231,6.799171774,1,1,0,1,1
4.231734448,100.0613545,4.35749598,1,0,0,1,1
2.601258471,0.428352114,13.68954803,1,1,0,1,1
8.781546798,0.666182031,4.557721367,1,0,0,1,1
7.732794725,1.579873695,51.41393542,1,1,0,1,1
934.4696202,1.886084888,1.188612379,1,0,0,1,1
14.29338844,54.05961398,0.251966245,1,0,0,1,1
4.216690701,1.066031353,4.223292095,1,0,0,1,1
20.86900272,1.011957884,5.956888572,1,1,0,1,1
468.5142703,0.497168635,1.144036242,1,0,0,1,1
33.19094582,0.25357809,5.274551289,1,0,0,1,1
6.614100034,701.0391592,8.543125978,1,0,0,0,1
3.249968035,11.26962192,9.434293646,1,1,0,1,1
145.3301214,2.995785881,5.042791531,1,0,0,1,1
82.29987476,56.30357835,0.896489992,1,0,0,1,1
129.6540363,1.852361106,2.925027654,1,0,0,1,1
160.1567102,0.996104036,0.504961272,1,0,0,1,1
4.941744851,0.811965866,4.178695992,1,0,0,1,1
159.7243918,0.835703103,4.502576229,1,0,0,0,1
0.370282351,3.248488028,9.771049447,0,1,0,1,1
33.3469738,0.965987593,4.24305398,1,1,0,1,1
115.3951982,6.30589774,2.332330188,1,0,0,1,1
0.743925819,0.798320262,4.218598322,0,0,0,0,1
5.070389598,0.345137973,4.259435358,1,0,0,1,1
9.303811536,93.70809162,1.063154546,1,0,0,1,1
40.62601581,0.213138724,4.233863104,1,0,0,1,1
3.83970831,0.167215077,7.763524619,1,1,0,1,1
3.039919116,0.144186246,10.94804354,1,0,0,1,1
4.805649337,2.542987678,4.679188574,1,1,0,1,1
125.743703,24.18556337,1.002055518,1,0,0,1,1
29.22675967,1.132322202,5.861262603,1,1,0,1,1
4.128307436,10.27219064,5.159341885,1,1,0,1,1
28.03175949,4.092446881,7.000425817,1,0,0,1,1
0.300686216,7.921780549,4.92555739,0,0,0,1,1
63.05060971,0.645815651,8.833446362,1,1,0,1,1
0.932622784,1.321006069,15.44165334,0,1,0,1,1
6.31504307,17.61943945,4.501920685,1,0,0,1,1
6.652078359,62.85453506,2.501429881,1,0,0,1,1
236.8745955,2.335513795,0.090904426,1,0,0,1,1
5.970189896,1.654165561,4.955705251,1,0,0,1,1
149.6178835,17.53242142,1.684098822,1,0,0,1,1
5.101119388,124.2381892,1.531262818,1,0,0,1,1
0.625753383,0.888009217,7.436043892,0,0,0,1,1
105.6426191,0.293107406,4.223563479,1,0,0,1,1
0.829779114,1.671798182,5.890517393,0,0,0,1,1
16.20287624,0.46304143,4.593710486,1,1,0,1,1
106.0134341,0.236360026,0.531483828,1,0,0,1,1
20.47904812,0.218890771,10.40745476,1,1,0,1,1
2.195084689,1.612957694,6.037375555,1,0,0,1,1
213.4924576,1.593050456,6.649100634,1,1,0,0,1
4.131064063,0.07532642,5.666998249,1,0,0,1,1
9.507611434,4.607553267,12.06824789,1,1,0,1,1
20.01804765,0.872941795,8.279143141,1,1,0,1,1
3.942014967,13.43798062,5.832206343,1,0,0,1,1
1004.984555,8.584104091,1.416227131,1,0,0,1,1
1.646625535,1.402046633,4.821240643,0,0,0,0,1
124.5052489,12.0637705,1.877806844,1,0,0,1,1
757.70924,28.11223513,1.269454035,1,0,0,1,1
1.1949402,8.546669959,5.134658103,0,1,0,1,1
52.9216991,0.697221276,5.249628478,1,0,0,1,1
163.8463154,0.566162172,0.361386847,1,0,0,1,1
409.2195453,4.918221952,5.421763533,1,0,0,1,1
9.002813196,25.05168637,9.54949202,1,0,0,1,1
56.42971605,0.59382674,10.15292354,1,0,0,1,1
0.771763109,1.347836022,5.195700011,0,0,0,1,1
120.6248203,1.514836156,5.809218161,1,0,0,1,1
9.443510638,3.930869951,7.23016108,1,0,0,1,1
6.724714779,0.089361041,5.175047939,1,1,0,1,1
105.3433295,0.119368346,2.068086382,1,0,0,1,1
3.813690967,0.544803715,5.98182319,1,0,0,1,1
4.607242622,8.99063032,8.021070376,1,0,0,1,1
104.8636832,1.966755325,4.812642839,1,0,0,0,1
173.1586831,5.149692708,0.353096741,1,0,0,1,1
9.997673442,2.308738107,4.723170853,1,1,0,1,1
5.64149597,0.79836784,4.15041,1,1,0,1,1
291.6009679,0.09934032,5.884803884,1,0,0,1,1
14.85167024,1.149324634,5.136833652,1,0,0,1,1
0.09642114,1.141550507,9.230279446,0,1,0,1,1
0.4408611,0.610140376,4.355387394,0,0,0,1,1
8.761913143,3.990182823,7.217389165,1,0,0,1,1
1.09216226,0.139399592,8.617245517,0,0,0,1,1
2.040000622,0.120394348,5.237506142,1,0,0,1,1
40.47025306,0.322439097,4.407946382,1,1,0,1,1
0.751785346,0.158830745,4.431110875,0,0,0,1,1
52.65401717,1.180765818,5.098747018,1,1,0,1,1
69.10788532,0.361065396,8.686705076,1,0,0,1,1
130.9171924,0.679299752,0.605341727,1,0,0,1,1
1.368220789,3.822959824,5.80279507,0,0,0,0,1
125.3371513,4.396082075,4.621962394,1,0,0,1,1
28.64406485,3.166696107,7.167987912,1,1,0,1,1
109.9809658,2.006929631,2.003056627,1,0,0,1,1
3.859931553,3.013233553,9.105346533,1,0,0,1,1
0.201255187,0.248836635,4.00246976,0,0,0,1,1
4.616347751,0.701353875,4.435035829,1,0,0,1,1
3.887721594,1.947229562,17.83980234,1,0,0,1,1
2.314335028,6.869205338,10.7625606,1,1,0,1,1
6.60299527,0.627897106,4.938107725,1,0,0,1,1
0.616299113,0.127534097,4.270702322,0,0,0,1,1
9.102051254,3.260856969,6.860166103,1,0,0,1,1
195.6321791,2.647354573,0.223578327,1,0,0,1,1
5.467045184,1.966984993,11.30782176,1,0,0,1,1
164.4746098,0.536897353,0.558007097,1,0,0,1,1
149.6868391,0.550228208,3.635477813,1,0,0,1,1
5.889197279,0.235316305,6.340143538,1,1,0,1,1
491.2004568,4.344227772,4.585827974,1,0,0,0,1
7.379060739,4.733382207,46.49093756,1,0,0,1,1
59.56181504,72.61288204,2.444788407,1,0,0,1,1
6.52893801,0.50354653,5.550083407,1,1,0,1,1
1.048304322,0.228676077,8.520184169,0,0,0,1,1
35.41443618,12.67513972,4.456313062,1,0,0,1,1
187.2455689,3.762084521,0.627541931,1,0,0,1,1
3.147700457,2.857095108,8.13009784,1,0,0,1,1
4.485070303,4.593868885,8.898402313,1,0,0,1,1
3.796777223,1.535187292,7.755210773,1,0,0,1,1
40.5478219,2.456166632,5.380326909,1,1,0,1,1
106.1489599,0.054060031,0.901350674,1,0,0,1,1
20.9920776,2.638392949,5.840754036,1,0,0,1,1
121.0831483,0.211038232,1.708970178,1,0,0,1,1
3.640487489,322.6525697,0.213275117,1,0,0,1,1
42.32708193,1.540345749,6.950182566,1,1,0,1,1
6.27360511,0.118628922,7.395818752,1,0,0,1,1
10.43122658,0.046745494,6.24344592,1,0,0,1,1
45.21813337,0.718949827,5.9909627,1,0,0,1,1
447.4773366,2.285226802,5.530519092,1,0,0,1,1
4.409262547,0.052436945,8.403638846,1,0,0,1,1
110.0653332,0.15253451,1.09002518,1,0,0,1,1
32.94406641,0.02321857,4.162144429,1,0,0,1,1
345.0188993,9.603009169,4.567963537,1,1,0,0,1
141.7259835,1.214173638,1.277947715,1,0,0,1,1
121.2409479,1.683349205,0.307104004,1,0,0,1,1
2.594097691,0.456870775,8.817969965,1,0,0,1,1
5.515243593,0.269565479,7.117540786,1,0,0,1,1
4.794284519,2.117209162,6.528170003,1,0,0,1,1
5.781650498,9.992910526,4.853039299,1,0,0,1,1
12.84499927,2.492424081,5.489829417,1,0,0,1,1
14.15775705,1.930315647,4.713512067,1,0,0,1,1
22.38689789,0.23344538,7.309445083,1,0,0,1,1
115.4626455,0.35392686,0.228571886,1,0,0,1,1
13.0446397,1.883200922,28.59962835,1,1,0,1,1
1.751277315,0.316046955,4.7536343,0,0,0,1,1
5.83879023,0.136006986,7.020058694,1,0,0,1,1
15.13786002,122.5570851,1.511478191,1,0,0,1,1
0.683533498,7.718006224,7.227373893,0,1,0,1,1
161.7987897,0.795923169,5.929020178,1,0,0,0,1
19.66289852,60.89956102,8.952122176,1,0,0,1,1
3.531302782,4.429096443,5.440041768,1,0,0,1,1
166.4077735,22.24163147,1.195784563,1,0,0,1,1
7.549854128,0.209865209,4.00059368,1,0,0,1,1
28.2667174,0.065318395,5.871358353,1,0,0,1,1
19.61498715,0.847533241,4.112388392,1,0,0,1,1
12.45143821,0.046159654,7.182397793,1,0,0,1,1
117.0101199,5.305604684,0.603967611,1,0,0,1,1
2.055109463,1.307341629,8.273199057,1,1,0,1,1
177.7682782,0.097324565,4.746672978,1,0,0,0,1
143.8445409,3.205451421,0.657205539,1,0,0,1,1
118.770461,13.82130672,11.74264461,1,0,0,1,1
21.24965267,2.324513365,18.27309831,1,0,0,1,1
0.336470255,2.746076403,7.195306292,0,0,0,1,1
2.516617675,0.583090811,15.36326514,1,0,0,1,1
1.497539167,18.38324686,6.878661302,0,0,0,1,1
1.189540995,2.117398197,5.310239151,0,0,0,1,1
4.917802236,2.492856457,4.733225433,1,1,0,1,1
174.7891552,75.69767597,2.075552707,1,0,0,1,1
54.31372665,8.281902279,16.56629331,1,1,0,1,1
0.459391673,0.942315226,9.148167449,0,0,0,0,1
1.516726459,12.50115574,4.876734294,0,0,0,1,1
15.44750759,3.939316826,4.294960234,1,0,0,1,1
90.09462075,2.413803346,4.650160559,1,1,0,1,1
107.0434602,8.665419438,0.404563014,1,0,0,1,1
21.5273321,2.231733531,8.851388742,1,1,0,1,1
6.622999505,1.026337901,5.126961594,1,1,0,1,1
169.7243535,7.318824031,1.520124008,1,0,0,1,1
2.059699586,1.401376336,5.241508802,1,1,0,1,1
58.95038053,8.709136784,4.349492496,1,0,0,1,1
32.23318857,3.591951248,4.692117102,1,1,0,1,1
304.6231977,0.083960071,3.13171254,1,0,0,1,1
83.49744669,0.539842488,11.21417674,1,0,0,1,1
12.40883065,0.428491967,4.87417009,1,1,0,1,1
14.8352793,0.532772252,5.678937229,1,0,0,1,1
40.71005272,4.788375377,5.763425948,1,0,0,1,1
1.276229723,0.926965806,5.674957427,0,0,0,0,1
46.53584532,2.716845769,7.945245935,1,1,0,1,1
3.329268045,32.31120722,8.486601559,1,0,0,1,1
175.30856,0.032020971,0.856544641,1,0,0,1,1
8.807886554,63.6921322,0.645446461,1,0,0,1,1
114.4033182,1.598703928,1.756033722,1,0,0,1,1
15.89696605,4.547819054,7.797615602,1,0,0,1,1
2.644047537,2.177647909,13.48151234,1,0,0,1,1
520.8001841,0.757418052,0.602391706,1,0,0,1,1
0.943792212,1.517328071,4.184459182,0,0,0,1,1
115.4799222,1.967194348,0.069306117,1,0,0,1,1
11.60545544,242.3211488,0.396382558,1,0,0,1,1
3.878092494,0.614045915,4.857169567,1,0,0,1,1
4.636209992,1.091939163,8.510436248,1,0,0,1,1
8.450579121,0.50172335,9.781954032,1,0,0,1,1
24.23137173,0.865396073,4.738024628,1,0,0,1,1
3.554669919,0.013641862,4.628533081,1,0,0,1,1
42.65925136,1.272102946,4.575892298,1,1,0,1,1
22.94474329,88.98901108,0.185053324,1,0,0,1,1
12.21411021,0.547187504,4.694280599,1,0,0,1,1
183.3980418,0.255191485,0.532101206,1,0,0,1,1
5.623538413,147.884751,0.62536864,1,0,0,1,1
3.851511684,3.434089289,5.307063945,1,0,0,1,1
16.78654942,1.058482312,10.03093834,1,1,0,1,1
26.47448664,1.578730015,4.832816748,1,1,0,1,1
13.46117165,0.06383634,9.008393216,1,0,0,1,1
67.86205448,17.34114165,15.25084702,1,1,0,1,1
9.122663214,0.186435804,8.165295183,1,0,0,1,1
3.206892739,0.588543311,5.994761304,1,1,0,1,1
2.543384327,0.165150317,4.835556073,1,0,0,1,1
25.09008224,136.9484556,8.413946305,1,1,0,1,1
4.35915883,71.78831383,4.698758158,1,0,0,1,1
2.034461236,0.765961703,17.00072159,1,0,0,1,1
3.487514899,0.477834017,8.427944073,1,0,0,1,1
2.659846231,3.665651395,11.69063211,1,1,0,1,1
30.9369994,0.159560955,7.421019175,1,1,0,1,1
42.85428377,0.073025172,5.985857131,1,1,0,1,1
101.0617406,0.254744811,0.635729673,1,0,0,1,1
8.572191056,2.1621546,4.598920011,1,1,0,1,1
12.36564088,0.851516825,4.902997294,1,0,0,1,1
112.5953521,1.223554239,4.724717039,1,0,0,0,1
1.175859109,2.455967731,7.094447085,0,1,0,1,1
358.9267546,0.013538041,0.829639089,1,0,0,1,1
17.38307117,0.118759323,6.276907006,1,0,0,1,1
140.6652384,0.10863049,1.244678667,1,0,0,1,1
224.7281648,1.09118839,35.09640308,1,0,0,1,1
40.38579292,0.16768142,5.845196255,1,0,0,1,1
35.04227175,0.714414168,6.582140634,1,1,0,1,1
115.8842418,0.584679593,0.554117348,1,0,0,1,1
2.948897242,2.564474214,6.860647672,1,1,0,1,1
33.07776245,1.497711054,8.530050568,1,1,0,1,1
8.98694897,29.02049197,4.510498315,1,1,0,1,1
3.547086678,0.674483735,4.78956854,1,1,0,1,1
28.61363235,4.391450483,7.56814042,1,0,0,1,1
48.25860125,74.16229011,0.137585447,1,0,0,1,1
128.2908556,1.593058731,7.973989446,1,0,0,0,1
23.0033341,0.579505612,9.918558522,1,1,0,1,1
391.575758,16.57368611,3.639700964,1,0,0,1,1
6.188282508,0.097326023,4.509512664,1,0,0,1,1
413.0090075,0.334144396,1.768059207,1,0,0,1,1
1140.121107,3.877537258,0.196526002,1,0,0,1,1
10.78718143,1.871384879,7.049948101,1,0,0,1,1
3.176604985,5.49255027,4.55568438,1,1,0,1,1
65.58862848,13.88803395,7.009746966,1,1,0,1,1
11.07284269,1.021512357,5.127168951,1,1,0,1,1
6.641387907,3.268631363,4.673163956,1,1,0,1,1
164.9206574,0.117985686,1.419366777,1,0,0,1,1
0.957726193,2.550059664,9.546597986,0,0,0,0,1
0.592560467,0.074731619,4.336479223,0,0,0,0,1
44.78827776,1.578746754,4.260277509,1,0,0,1,1
6.696971248,0.286072523,4.502876599,1,0,0,1,1
3.392297666,7.059982658,4.217871622,1,0,0,1,1
11.36416823,0.282541536,4.331863751,1,0,0,1,1
23.21854003,0.94732806,4.931631997,1,0,0,1,1
1.021535193,0.018503663,4.086399152,0,0,0,1,1
121.2449508,0.04555185,0.166488029,1,0,0,1,1
186.7424535,1.85951208,9.434557771,1,1,0,0,1
24.936901,1.035661485,7.729116009,1,1,0,1,1
3.073222446,0.795096878,5.326283431,1,0,0,1,1
27.92608905,0.777338791,4.800328121,1,0,0,1,1
7.569746558,0.858643301,10.74783497,1,0,0,1,1
4.070579943,0.197757913,4.547410786,1,0,0,1,1
50.29587481,0.146480764,4.932911828,1,0,0,1,1
0.946920587,0.022930453,10.88807377,0,0,0,1,1
6.990776418,1.405515264,6.52482619,1,0,0,1,1
0.889730857,0.077266422,4.135215591,0,0,0,1,1
21.0549364,0.184723628,5.372842105,1,0,0,1,1
10.67130387,5.977930291,5.405258826,1,0,0,1,1
227.6318841,0.595390369,3.643948627,1,0,0,1,1
195.2904277,0.133350278,1.663403542,1,0,0,1,1
113.0183612,0.072194194,6.448318587,1,0,0,1,1
136.4880102,11.38472334,0.859954171,1,0,0,1,1
15.04022648,5.098752347,11.19133044,1,0,0,1,1
26.64160933,0.005256879,14.39882646,1,1,0,1,1
0.709031103,0.758897288,6.190803683,0,0,0,1,1
7.26589404,3.263129369,6.539067776,1,1,0,1,1
57.99206854,0.387577222,6.991014806,1,0,0,1,1
20.7339945,1.214734374,7.888379014,1,0,0,1,1
11.21254518,0.12393807,6.47028652,1,1,0,1,1
11.28450568,0.089135438,9.98671889,1,0,0,1,1
5.918383013,2.59288447,6.73079254,1,0,0,1,1
15.09768009,0.753463073,7.924980874,1,0,0,1,1
2.661943759,1.380291674,4.693720383,1,0,0,1,1
97.73413464,0.281890086,15.47095721,1,0,0,1,1
0.418986524,11.72979981,4.314689011,0,0,0,0,1
489.2115076,0.972904502,1.374380969,1,0,0,1,1
3.666245003,0.115839884,4.231081063,1,1,0,1,1
1261.036757,0.726015689,2.755056484,1,0,0,1,1
69.00945754,64.95472969,1.33131503,1,0,0,1,1
12.73252945,55.71777632,0.456545218,1,0,0,1,1
111.5237825,3.42612409,3.494164918,1,0,0,1,1
132.5986066,1.75844124,1.406856091,1,0,0,1,1
11.90964599,1.066365949,4.193388484,1,1,0,1,1
55.56233886,0.213564459,5.077126039,1,0,0,1,1
27.15211386,1.055546824,5.847416582,1,0,0,1,1
2.083000417,0.673409155,6.193969417,1,0,0,1,1
21.18010896,52.16894914,3.94711298,1,0,0,1,1
3.347972727,1.247000314,5.379560816,1,0,0,1,1
10.38640803,0.604621759,15.2038792,1,1,0,1,1
7.218414861,1.821674775,4.62263525,1,0,0,1,1
1.309225787,13.50123726,4.813072437,0,0,0,0,1
0.37135771,0.113572949,9.480740086,0,0,0,1,1
1.694223457,0.250423928,6.674360796,0,0,0,0,1
3.039864853,7.761764789,4.093864261,1,0,0,1,1
1.210656042,1.888405714,5.228573244,0,0,0,0,1
2.28170999,0.625553297,6.542363957,1,0,0,1,1
63.68614254,7.378624645,6.75472191,1,0,0,1,1
123.0073272,1.533915601,0.087557396,1,0,0,1,1
5.39775259,0.054370903,8.252727407,1,1,0,1,1
15.05777631,6.617766774,12.33768277,1,0,0,1,1
7.890560924,0.539721973,5.47857844,1,0,0,1,1
131.2317187,1.335222687,1.982720318,1,0,0,1,1
20.5866422,0.519155874,8.333020846,1,1,0,1,1
229.6276875,0.788253294,3.173061473,1,0,0,1,1
9.777899978,0.638585899,7.701231831,1,1,0,1,1
18.73135161,60.73836484,0.228785364,1,0,0,1,1
5.529151488,0.451288923,6.856231018,1,0,0,1,1
4.479141405,51.50588823,0.775985181,1,0,0,1,1
335.3720339,0.152268286,0.474739495,1,0,0,1,1
4.179589635,0.05768648,5.116852511,1,1,0,1,1
160.4255236,1.292734437,1.355795836,1,0,0,1,1
258.1260012,0.207507375,0.286488629,1,0,0,1,1
107.6250541,43.7118844,1.092867553,1,0,0,1,1
8.642585978,1.855383466,6.491542192,1,0,0,1,1
11.06021601,0.138617332,9.505566765,1,0,0,1,1
4.468094187,3.629630543,4.727591003,1,1,0,1,1
192.8609151,0.377254391,7.712134145,1,0,0,0,1
11.53355011,0.641808964,12.83014291,1,0,0,1,1
251.5947097,0.157634629,0.890947034,1,0,0,1,1
0.566515956,2.378493906,8.257300429,0,0,0,1,1
58.4287014,52.82577039,0.737437515,1,0,0,1,1
168.8207546,1.436499486,4.750498292,1,1,0,0,1
35.08692367,0.719331341,4.159534769,1,0,0,1,1
107.134858,8.34140031,0.256738849,1,0,0,1,1
13.92832464,0.052718122,7.476063514,1,0,0,1,1
63.49205382,2.06935025,5.825565262,1,0,0,1,1
7.945384726,0.006322509,21.15342936,1,1,0,1,1
325.2433458,0.613916595,4.477458786,1,0,0,0,1
64.35441757,0.954997961,4.653918403,1,0,0,1,1
7.893456603,0.381235609,5.718647171,1,1,0,1,1
397.9014568,3.15795398,0.140114373,1,0,0,1,1
144.8345977,121.6003196,0.202056733,1,0,0,1,1
3.160155817,3.184738833,4.279088434,1,1,0,1,1
4.307566606,3.725432242,10.74400229,1,1,0,1,1
133.3980139,0.627432922,6.625552276,1,1,0,1,1
171.7899398,4.121814894,4.985721694,1,1,0,1,1
248.021397,1.454229404,0.549115062,1,0,0,1,1
52.1776351,524.8283156,5.724548024,1,0,0,0,1
28.67809298,87.48023179,0.156703574,1,0,0,1,1
4.255089917,2.799528282,9.746913339,1,1,0,1,1
44.04715762,0.440598504,7.829127512,1,0,0,1,1
1.314166245,1.522250366,4.984979114,0,0,0,1,1
8.355026078,5.55762366,4.799200949,1,0,0,1,1
33.84868935,0.02583585,10.5052141,1,1,0,1,1
93.88253055,16.92461132,4.479594319,1,0,0,1,1
7.515924012,0.20547715,12.09909123,1,0,0,1,1
6.389680155,0.505342688,6.486049681,1,0,0,1,1
58.37489926,75.74884529,5.941074848,1,0,0,1,1
26.09906581,0.460488842,4.703117228,1,1,0,1,1
21.30113556,0.234341115,6.586780944,1,0,0,1,1
6.651731287,0.108647079,4.651130859,1,1,0,1,1
56.94265766,1.029641845,4.315371727,1,0,0,1,1
5.734444165,0.700794929,7.140051501,1,1,0,1,1
149.773353,0.332289234,0.086891987,1,0,0,1,1
174.7090261,6.674999498,9.272884143,1,1,0,1,1
3.064078519,67.5264626,5.081050223,1,1,0,0,1
4.842480135,165.4271771,0.567631602,1,0,0,1,1
3.290766315,6.76225022,37.2155233,1,0,0,1,1
60.72053536,0.690712259,8.849042034,1,0,0,1,1
133.7589185,0.910614381,0.590391884,1,0,0,1,1
7.87159272,0.064864789,5.405913512,1,0,0,1,1
21.04802768,3.872018284,5.981403229,1,0,0,1,1
1252.889323,10.70136577,1.109769376,1,0,0,1,1
6.278382868,15.90434865,4.446759844,1,0,0,1,1
335.5429633,0.048541847,0.342418571,1,0,0,1,1
8.15520459,0.233296701,9.502423225,1,0,0,1,1
7.157130347,8.640926635,5.225970476,1,0,0,1,1
8.691093176,69.09336069,3.090519662,1,0,0,1,1
0.665211228,1.80758933,6.371994998,0,0,0,1,1
214.9682635,0.284763836,7.396596469,1,0,0,1,1
141.6273317,0.941353631,5.156783062,1,1,0,0,1
10.72547043,0.351991564,5.332132768,1,0,0,1,1
156.617748,1.478388529,0.884553653,1,0,0,1,1
213.8772085,0.578512689,0.188444014,1,0,0,1,1
2.890691206,3.641476196,5.056719605,1,0,0,1,1
10.61291086,0.382262026,13.16544794,1,0,0,1,1
136.5731004,0.390024442,3.144757323,1,0,0,1,1
0.226127888,0.394132441,6.186525719,0,0,0,1,1
12.78341025,0.194494715,8.317532535,1,1,0,1,1
87.55109818,18.68087902,6.169513918,1,0,0,1,1
4.026411647,0.328625945,4.933340832,1,0,0,1,1
1.328629873,6.046823696,4.087935485,0,1,0,1,1
54.06349325,3.565546583,8.631045541,1,0,0,1,1
13.41250929,1.178732928,4.478686198,1,0,0,1,1
43.85122274,27.24133943,6.80151871,1,0,0,1,1
5.593992146,0.03244675,4.56958102,1,1,0,1,1
23.36250502,4.1215435,12.42517878,1,0,0,1,1
1.439609326,0.300680018,10.55005707,0,0,0,0,1
169.0432363,0.178658351,0.491384321,1,0,0,1,1
2.717374891,0.387299929,7.229224932,1,1,0,1,1
18.83412994,139.5583139,1.650910614,1,0,0,1,1
342.7607485,0.083898255,3.318630464,1,0,0,1,1
161.4427888,6.403535129,1.165505955,1,0,0,1,1
1.39514212,0.339010672,8.712465206,0,1,0,1,1
2.079169815,0.474091054,5.087810483,1,1,0,1,1
42.54889419,5.219735955,5.347468653,1,0,0,1,1
161.8450332,0.159108972,0.449182617,1,0,0,1,1
104.9507047,0.102303564,2.062199967,1,0,0,1,1
